Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Facies_Label
2,B1 SH,KIMZEY A,2990.0,44.447,0.911,3.906,8.267,4.045469999999999,1,0.44,CSiS
2,B1 SH,KIMZEY A,2990.5,44.343,0.884,5.595,7.4505,4.0628199999999985,1,0.4,CSiS
2,B1 SH,KIMZEY A,2991.0,46.069,0.868,7.647,7.3315,4.052879999999998,1,0.36,CSiS
2,B1 SH,KIMZEY A,2991.5,48.61,0.868,6.273,8.8995,3.800349999999999,1,0.32,CSiS
2,B1 SH,KIMZEY A,2992.0,49.756,0.911,8.467,9.0675,3.8495899999999987,1,0.28,CSiS
2,B1 SH,KIMZEY A,2992.5,49.709,0.862,9.998,8.962,3.8526999999999987,1,0.24,CSiS
2,B1 SH,KIMZEY A,2993.0,49.673,0.795,11.664,9.505,3.864539999999999,1,0.2,CSiS
2,B1 SH,KIMZEY A,2993.5,49.554,0.704,11.38,11.298,3.390329999999998,1,0.16,CSiS
2,B1 SH,KIMZEY A,2994.0,46.149,0.748,10.328,12.154,3.7727599999999986,1,0.12,CSiS
2,B1 SH,KIMZEY A,2994.5,43.622,0.793,8.143,12.2555,3.79103,1,0.08,CSiS
2,B1 SH,KIMZEY A,2995.0,36.663,0.873,7.538,10.743,4.09177,1,0.04,CSiS
5,B1 LM,KIMZEY A,2995.5,30.458,0.944,8.254,9.89,3.6496499999999985,2,1.0,MS
8,B1 LM,KIMZEY A,2996.0,23.578,0.988,9.243,8.6795,4.097050000000001,2,0.973,PS
8,B1 LM,KIMZEY A,2996.5,15.887,1.031,6.786,8.533,4.132330000000001,2,0.946,PS
8,B1 LM,KIMZEY A,2997.0,13.839,1.075,3.081,8.0195,4.23118,2,0.919,PS
8,B1 LM,KIMZEY A,2997.5,13.488,1.124,1.761,7.9645,4.5200900000000015,2,0.892,PS
8,B1 LM,KIMZEY A,2998.0,14.872,1.353,0.715,7.8265,4.487640000000002,2,0.865,PS
8,B1 LM,KIMZEY A,2998.5,15.609,1.429,-0.22,8.184,4.487670000000003,2,0.838,PS
8,B1 LM,KIMZEY A,2999.0,16.399,1.293,-0.78,8.959,4.538680000000003,2,0.811,PS
8,B1 LM,KIMZEY A,2999.5,16.823,1.019,0.623,10.8235,4.5147100000000036,2,0.784,PS
8,B1 LM,KIMZEY A,3000.0,17.222,0.672,0.44,12.696,4.4094700000000016,2,0.757,PS
8,B1 LM,KIMZEY A,3000.5,18.517,0.672,0.357,13.3425,4.429850000000002,2,0.73,PS
8,B1 LM,KIMZEY A,3001.0,19.516,0.737,3.796,11.953,4.116339999999999,2,0.703,PS
8,B1 LM,KIMZEY A,3001.5,20.442,0.926,2.035,10.0275,4.416850000000002,2,0.676,PS
8,B1 LM,KIMZEY A,3002.0,24.152,1.064,0.908,8.253,4.588840000000002,2,0.649,PS
8,B1 LM,KIMZEY A,3002.5,26.727,1.037,2.586,6.671,4.441080000000001,2,0.622,PS
5,B1 LM,KIMZEY A,3003.0,30.452,0.982,4.457,5.5155,4.271349999999999,2,0.595,MS
5,B1 LM,KIMZEY A,3003.5,31.861,0.971,4.841,5.8185,4.161999999999999,2,0.568,MS
5,B1 LM,KIMZEY A,3004.0,31.738,1.138,4.401,6.3135,4.15614,2,0.541,MS
6,B1 LM,KIMZEY A,3004.5,29.468,1.245,3.329,6.2995,4.202209999999998,2,0.514,WS
6,B1 LM,KIMZEY A,3005.0,27.071,1.331,2.036,6.066,4.296459999999999,2,0.486,WS
6,B1 LM,KIMZEY A,3005.5,26.809,1.385,0.881,6.2585,4.303219999999999,2,0.459,WS
6,B1 LM,KIMZEY A,3006.0,27.558,1.304,0.881,6.2585,4.301039999999998,2,0.432,WS
6,B1 LM,KIMZEY A,3006.5,28.052,1.304,3.246,6.011,4.193849999999999,2,0.405,WS
6,B1 LM,KIMZEY A,3007.0,26.961,1.375,3.357,6.2585,4.2379799999999985,2,0.378,WS
6,B1 LM,KIMZEY A,3007.5,25.043,1.32,4.347,7.0015,4.187639999999999,2,0.351,WS
8,B1 LM,KIMZEY A,3008.0,24.733,1.231,5.172,8.074,4.2309100000000015,2,0.324,PS
8,B1 LM,KIMZEY A,3008.5,25.028,1.104,5.007,9.6425,4.216490000000002,2,0.297,PS
8,B1 LM,KIMZEY A,3009.0,27.922,0.922,5.557,11.0175,4.051020000000001,2,0.27,PS
8,B1 LM,KIMZEY A,3009.5,35.886,0.791,5.254,11.527,3.986869999999999,2,0.243,PS
8,B1 LM,KIMZEY A,3010.0,40.984,0.871,5.558,11.293,4.065,2,0.216,PS
8,B1 LM,KIMZEY A,3010.5,47.502,0.976,5.227,10.5225,4.091240000000001,2,0.189,PS
8,B1 LM,KIMZEY A,3011.0,54.884,1.042,3.961,9.2845,4.180180000000003,2,0.162,PS
8,B1 LM,KIMZEY A,3011.5,71.764,1.097,4.071,8.1845,4.264060000000003,2,0.135,PS
8,B1 LM,KIMZEY A,3012.0,80.974,1.037,3.768,7.978,4.205830000000001,2,0.108,PS
8,B1 LM,KIMZEY A,3012.5,81.694,0.971,5.378,9.388,4.0898200000000005,2,0.081,PS
8,B1 LM,KIMZEY A,3013.0,81.769,0.819,6.163,11.2105,3.8622399999999977,2,0.054,PS
8,B1 LM,KIMZEY A,3013.5,77.668,0.71,6.438,13.989,3.8237599999999983,2,0.027,PS
3,B2 SH,KIMZEY A,3014.0,74.262,0.573,10.729,15.9145,3.4221999999999997,1,1.0,FSiS
3,B2 SH,KIMZEY A,3014.5,71.388,0.497,15.984,18.322,3.3067400000000005,1,0.929,FSiS
3,B2 SH,KIMZEY A,3015.0,70.555,0.306,17.937,19.8485,3.3606599999999993,1,0.857,FSiS
3,B2 SH,KIMZEY A,3015.5,74.138,0.422,14.525,22.5445,3.4505299999999983,1,0.786,FSiS
3,B2 SH,KIMZEY A,3016.0,72.583,0.494,14.968,20.73,3.2398900000000004,1,0.714,FSiS
3,B2 SH,KIMZEY A,3016.5,68.824,0.556,10.203,21.3735,3.26186,1,0.643,FSiS
3,B2 SH,KIMZEY A,3017.0,65.282,0.628,9.904,19.271,3.2950899999999996,1,0.571,FSiS
3,B2 SH,KIMZEY A,3017.5,60.532,0.71,10.729,14.0445,3.4167199999999998,1,0.5,FSiS
3,B2 SH,KIMZEY A,3018.0,57.217,0.879,9.794,12.531,3.471079999999997,1,0.429,FSiS
3,B2 SH,KIMZEY A,3018.5,55.096,0.911,6.272,10.495,3.61284,1,0.357,FSiS
3,B2 SH,KIMZEY A,3019.0,52.36,0.78,7.521,10.5145,3.7622500000000008,1,0.286,FSiS
2,B2 SH,KIMZEY A,3019.5,51.351,0.737,9.051,10.8395,3.5803799999999995,1,0.214,CSiS
2,B2 SH,KIMZEY A,3020.0,48.562,0.764,11.775,11.0455,3.730229999999998,1,0.143,CSiS
2,B2 SH,KIMZEY A,3020.5,43.998,0.922,10.048,12.184,3.8356399999999984,1,0.071,CSiS
5,B2 LM,KIMZEY A,3021.0,39.7,1.046,5.943,11.4305,3.8087099999999987,2,1.0,MS
5,B2 LM,KIMZEY A,3021.5,35.864,1.151,7.483,6.3135,4.089870000000001,2,0.955,MS
5,B2 LM,KIMZEY A,3022.0,28.812,1.276,5.474,4.484,4.295659999999999,2,0.909,MS
8,B2 LM,KIMZEY A,3022.5,24.317,1.381,6.163,3.6725,4.3257,2,0.864,PS
8,B2 LM,KIMZEY A,3023.0,20.368,1.528,4.071,3.9475,4.3892000000000015,2,0.818,PS
8,B2 LM,KIMZEY A,3023.5,18.842,1.734,3.301,3.8375,4.383330000000001,2,0.773,PS
8,B2 LM,KIMZEY A,3024.0,19.376,1.8,4.236,3.095,4.4022700000000015,2,0.727,PS
8,B2 LM,KIMZEY A,3024.5,20.95,1.794,4.952,2.792,4.407440000000001,2,0.682,PS
8,B2 LM,KIMZEY A,3025.0,22.348,1.762,5.777,3.0945,4.371860000000002,2,0.636,PS
8,B2 LM,KIMZEY A,3025.5,30.047,1.625,2.925,5.0715,4.467859999999999,2,0.591,PS
8,B2 LM,KIMZEY A,3026.0,33.171,1.517,1.596,6.011,4.774849999999998,2,0.545,PS
8,B2 LM,KIMZEY A,3026.5,37.235,1.373,2.972,7.359,4.30407,2,0.5,PS
8,B2 LM,KIMZEY A,3027.0,37.768,1.255,3.934,7.813,4.257150000000002,2,0.455,PS
8,B2 LM,KIMZEY A,3027.5,33.443,1.206,6.382,7.579,4.239430000000001,2,0.409,PS
8,B2 LM,KIMZEY A,3028.0,33.3,0.974,7.097,7.6065,4.198630000000001,2,0.364,PS
8,B2 LM,KIMZEY A,3028.5,35.489,0.846,7.592,7.469,4.08954,2,0.318,PS
8,B2 LM,KIMZEY A,3029.0,37.509,0.931,7.813,6.5885,4.186080000000001,2,0.273,PS
5,B2 LM,KIMZEY A,3029.5,40.634,0.971,7.18,6.107,4.051779999999999,2,0.227,MS
5,B2 LM,KIMZEY A,3030.0,43.743,1.102,4.842,6.644,4.104719999999998,2,0.182,MS
5,B2 LM,KIMZEY A,3030.5,48.963,1.184,6.163,5.8185,4.10105,2,0.136,MS
6,B2 LM,KIMZEY A,3031.0,51.045,1.249,6.878,6.011,4.15245,2,0.091,WS
6,B2 LM,KIMZEY A,3031.5,53.929,0.987,8.797,7.5755,3.9136699999999984,2,0.045,WS
5,B2 LM,KIMZEY A,3032.0,61.399,0.825,11.41,8.992,3.6620799999999996,2,0.01,MS
3,B3 SH,KIMZEY A,3032.5,61.399,0.825,11.41,8.992,3.8695800000000027,1,1.0,FSiS
3,B3 SH,KIMZEY A,3033.0,71.921,0.677,14.285,11.3765,3.3138799999999993,1,0.955,FSiS
3,B3 SH,KIMZEY A,3033.5,73.821,0.464,16.695,15.1565,3.3171500000000016,1,0.909,FSiS
2,B3 SH,KIMZEY A,3034.0,73.681,0.464,15.075,16.7675,3.2972600000000005,1,0.864,CSiS
2,B3 SH,KIMZEY A,3034.5,71.35,0.579,12.033,16.2915,3.2874,1,0.818,CSiS
2,B3 SH,KIMZEY A,3035.0,69.416,0.683,8.831,15.0205,3.2234299999999996,1,0.773,CSiS
2,B3 SH,KIMZEY A,3035.5,67.261,0.764,9.978,10.678,3.69748,1,0.727,CSiS
2,B3 SH,KIMZEY A,3036.0,64.868,0.819,11.012,9.611,3.7060200000000005,1,0.682,CSiS
2,B3 SH,KIMZEY A,3036.5,62.321,0.762,12.214,9.56,3.7296600000000018,1,0.636,CSiS
2,B3 SH,KIMZEY A,3037.0,62.074,0.753,10.6,10.312,3.6798800000000016,1,0.591,CSiS
2,B3 SH,KIMZEY A,3037.5,61.119,0.748,8.198,10.605,3.6475300000000015,1,0.545,CSiS
2,B3 SH,KIMZEY A,3038.0,61.291,0.742,7.703,10.7155,3.6397400000000033,1,0.5,CSiS
2,B3 SH,KIMZEY A,3038.5,63.942,0.737,9.124,10.5,3.6398100000000024,1,0.455,CSiS
2,B3 SH,KIMZEY A,3039.0,65.728,0.721,10.069,10.6325,3.6227100000000023,1,0.409,CSiS
2,B3 SH,KIMZEY A,3039.5,67.095,0.699,10.729,11.0725,3.3815499999999985,1,0.364,CSiS
2,B3 SH,KIMZEY A,3040.0,64.452,0.661,10.179,11.6505,3.287629999999999,1,0.318,CSiS
2,B3 SH,KIMZEY A,3040.5,62.594,0.721,10.014,12.036,3.288639999999999,1,0.273,CSiS
3,B3 SH,KIMZEY A,3041.0,60.872,0.791,9.959,12.3385,3.3948300000000007,1,0.227,FSiS
3,B3 SH,KIMZEY A,3041.5,60.841,0.685,11.101,13.2395,3.297850000000001,1,0.182,FSiS
3,B3 SH,KIMZEY A,3042.0,59.067,0.525,11.829,16.0245,3.358500000000002,1,0.136,FSiS
2,B3 SH,KIMZEY A,3042.5,53.585,0.519,12.957,16.9465,3.35041,1,0.091,CSiS
2,B3 SH,KIMZEY A,3043.0,40.166,0.869,12.325,17.1525,3.79351,1,0.045,CSiS
8,B3 LM,KIMZEY A,3043.5,24.969,1.018,10.566,18.142,3.989099999999999,2,1.0,PS
8,B3 LM,KIMZEY A,3044.0,18.534,1.124,8.639,12.7235,3.9796899999999993,2,0.929,PS
8,B3 LM,KIMZEY A,3044.5,16.033,0.9,11.389,11.7885,4.010609999999999,2,0.857,PS
7,B3 LM,KIMZEY A,3045.0,16.449,0.76,12.193,12.8625,3.656380000000001,2,0.786,Dol
7,B3 LM,KIMZEY A,3045.5,19.393,0.557,15.196,15.332,3.583450000000001,2,0.714,Dol
7,B3 LM,KIMZEY A,3046.0,20.225,0.41,16.892,16.96,3.582150000000001,2,0.643,Dol
7,B3 LM,KIMZEY A,3046.5,21.419,0.404,18.267,16.3275,3.5945200000000006,2,0.571,Dol
7,B3 LM,KIMZEY A,3047.0,24.123,0.459,18.817,15.6675,3.5800800000000006,2,0.5,Dol
7,B3 LM,KIMZEY A,3047.5,25.921,0.628,16.699,14.3325,3.59298,2,0.429,Dol
7,B3 LM,KIMZEY A,3048.0,27.676,0.486,14.91,13.659,3.66678,2,0.357,Dol
7,B3 LM,KIMZEY A,3048.5,31.915,0.508,14.317,12.8555,3.6009999999999995,2,0.286,Dol
7,B3 LM,KIMZEY A,3049.0,34.768,0.584,12.38,11.513,3.6715799999999996,2,0.214,Dol
7,B3 LM,KIMZEY A,3049.5,41.164,0.623,10.124,10.385,3.591909999999998,2,0.143,Dol
7,B3 LM,KIMZEY A,3050.0,45.517,0.693,8.886,8.803,3.742709999999999,2,0.071,Dol
3,B4 SH,KIMZEY A,3050.5,54.149,0.699,7.648,8.652,3.833979999999999,1,1.0,FSiS
2,B4 SH,KIMZEY A,3051.0,58.366,0.688,7.373,8.7895,3.7655900000000013,1,0.944,CSiS
2,B4 SH,KIMZEY A,3051.5,61.994,0.797,6.988,9.147,3.824220000000002,1,0.889,CSiS
2,B4 SH,KIMZEY A,3052.0,65.071,0.83,7.593,10.2755,3.6537800000000016,1,0.833,CSiS
2,B4 SH,KIMZEY A,3052.5,67.312,0.753,9.133,11.4305,3.310389999999998,1,0.778,CSiS
2,B4 SH,KIMZEY A,3053.0,67.322,0.65,11.279,11.7335,3.257339999999997,1,0.722,CSiS
2,B4 SH,KIMZEY A,3053.5,63.599,0.612,14.085,11.4305,3.3310399999999976,1,0.667,CSiS
2,B4 SH,KIMZEY A,3054.0,59.174,0.584,14.46,11.848,3.372899999999999,1,0.611,CSiS
2,B4 SH,KIMZEY A,3054.5,56.467,0.59,10.747,10.3515,3.5150800000000038,1,0.556,CSiS
2,B4 SH,KIMZEY A,3055.0,55.051,0.672,8.844,9.76,3.6032000000000015,1,0.5,CSiS
2,B4 SH,KIMZEY A,3055.5,55.424,0.715,9.346,10.161,3.6196600000000023,1,0.444,CSiS
2,B4 SH,KIMZEY A,3056.0,58.234,0.808,10.133,10.8845,3.6078400000000026,1,0.389,CSiS
2,B4 SH,KIMZEY A,3056.5,62.702,0.824,10.37,11.884,3.3720600000000007,1,0.333,CSiS
2,B4 SH,KIMZEY A,3057.0,65.107,0.715,10.388,12.993,3.2444199999999994,1,0.278,CSiS
2,B4 SH,KIMZEY A,3057.5,65.898,0.53,11.995,14.6215,3.29351,1,0.222,CSiS
2,B4 SH,KIMZEY A,3058.0,63.371,0.415,16.341,17.2355,3.414039999999998,1,0.167,CSiS
3,B4 SH,KIMZEY A,3058.5,56.834,0.575,19.257,16.6575,3.376300000000002,1,0.111,FSiS
3,B4 SH,KIMZEY A,3059.0,44.687,0.753,13.784,14.456,3.7927099999999996,1,0.056,FSiS
5,B4 LM,KIMZEY A,3059.5,31.567,0.939,7.263,11.8155,3.8155800000000006,2,1.0,MS
8,B4 LM,KIMZEY A,3060.0,23.967,1.39,5.667,4.6905,4.58381,2,0.909,PS
8,B4 LM,KIMZEY A,3060.5,22.997,1.642,5.282,3.287,4.609349999999999,2,0.818,PS
8,B4 LM,KIMZEY A,3061.0,26.018,1.642,4.279,4.5215,4.652139999999999,2,0.727,PS
8,B4 LM,KIMZEY A,3061.5,27.233,1.429,5.515,4.7795,4.65099,2,0.636,PS
8,B4 LM,KIMZEY A,3062.0,29.239,1.312,6.446,5.19,4.64132,2,0.545,PS
5,B4 LM,KIMZEY A,3062.5,31.972,1.15,6.162,6.424,4.207050000000002,2,0.455,MS
5,B4 LM,KIMZEY A,3063.0,35.527,1.016,7.978,7.882,3.9047599999999982,2,0.364,MS
5,B4 LM,KIMZEY A,3063.5,39.981,0.923,7.208,9.477,3.8117099999999997,2,0.273,MS
5,B4 LM,KIMZEY A,3064.0,47.38,0.805,6.603,10.8255,3.5747100000000005,2,0.182,MS
5,B4 LM,KIMZEY A,3064.5,52.479,0.666,7.642,12.781,3.5437899999999987,2,0.091,MS
3,B5 SH,KIMZEY A,3065.0,58.378,0.562,5.337,15.0895,3.0975700000000006,1,1.0,FSiS
3,B5 SH,KIMZEY A,3065.5,58.378,0.562,5.337,15.0895,3.0975700000000006,1,1.0,FSiS
3,B5 SH,KIMZEY A,3066.0,66.469,0.454,7.923,20.0135,3.092459999999999,1,0.875,FSiS
3,B5 SH,KIMZEY A,3066.5,69.387,0.388,10.894,22.82,3.0855399999999973,1,0.75,FSiS
3,B5 SH,KIMZEY A,3067.0,70.043,0.38,11.279,23.3425,3.1066599999999975,1,0.625,FSiS
3,B5 SH,KIMZEY A,3067.5,64.826,0.372,11.334,22.875,3.1154999999999986,1,0.5,FSiS
3,B5 SH,KIMZEY A,3068.0,59.546,0.383,9.409,22.6825,3.0731299999999977,1,0.375,FSiS
3,B5 SH,KIMZEY A,3068.5,53.408,0.41,9.959,21.3065,3.155629999999998,1,0.25,FSiS
3,B5 SH,KIMZEY A,3069.0,48.476,0.577,10.344,19.904,3.29125,1,0.125,FSiS
8,B5 LM,KIMZEY A,3069.5,36.286,0.75,9.573,17.0975,4.168129999999998,2,1.0,PS
8,B5 LM,KIMZEY A,3070.0,28.317,0.887,10.178,13.879,4.061379999999997,2,0.979,PS
8,B5 LM,KIMZEY A,3070.5,21.848,0.974,6.438,11.678,4.062519999999996,2,0.957,PS
8,B5 LM,KIMZEY A,3071.0,20.868,1.064,4.236,11.458,4.1054799999999965,2,0.936,PS
8,B5 LM,KIMZEY A,3071.5,23.699,1.097,5.834,11.597,4.063879999999998,2,0.915,PS
8,B5 LM,KIMZEY A,3072.0,26.536,0.998,6.878,11.843,4.1720099999999976,2,0.894,PS
7,B5 LM,KIMZEY A,3072.5,28.892,0.909,6.131,13.5605,3.897519999999998,2,0.872,Dol
7,B5 LM,KIMZEY A,3073.0,32.816,0.797,8.913,14.5665,3.707219999999999,2,0.851,Dol
7,B5 LM,KIMZEY A,3073.5,32.489,0.646,11.829,15.8045,3.680839999999998,2,0.83,Dol
8,B5 LM,KIMZEY A,3074.0,29.431,0.59,10.544,15.877,4.271319999999999,2,0.809,PS
8,B5 LM,KIMZEY A,3074.5,27.547,0.688,8.088,15.64,4.226349999999997,2,0.787,PS
8,B5 LM,KIMZEY A,3075.0,27.491,0.612,6.211,17.2325,4.269079999999998,2,0.766,PS
8,B5 LM,KIMZEY A,3075.5,28.109,0.517,6.359,18.0765,4.32112,2,0.745,PS
8,B5 LM,KIMZEY A,3076.0,29.742,0.391,6.822,20.179,4.794329999999998,2,0.723,PS
8,B5 LM,KIMZEY A,3076.5,32.515,0.213,8.033,22.1595,5.052549999999999,2,0.702,PS
8,B5 LM,KIMZEY A,3077.0,35.876,0.127,8.783,21.7295,5.03474,2,0.681,PS
8,B5 LM,KIMZEY A,3077.5,40.311,0.214,9.134,20.949,5.026239999999999,2,0.66,PS
7,B5 LM,KIMZEY A,3078.0,42.725,0.268,8.584,20.564,3.3673000000000006,2,0.638,Dol
7,B5 LM,KIMZEY A,3078.5,46.088,0.29,6.053,21.7745,3.329380000000002,2,0.617,Dol
7,B5 LM,KIMZEY A,3079.0,49.065,0.279,6.768,22.242,3.340630000000001,2,0.596,Dol
7,B5 LM,KIMZEY A,3079.5,53.726,0.219,9.463,21.7195,3.357750000000001,2,0.574,Dol
7,B5 LM,KIMZEY A,3080.0,57.428,0.159,9.133,22.2145,3.3331000000000004,2,0.553,Dol
6,B5 LM,KIMZEY A,3080.5,63.474,0.229,10.509,21.4165,3.3672200000000014,2,0.532,WS
6,B5 LM,KIMZEY A,3081.0,66.729,0.317,8.639,20.9765,3.353440000000001,2,0.511,WS
6,B5 LM,KIMZEY A,3081.5,67.942,0.391,6.932,20.784,3.3617600000000003,2,0.489,WS
7,B5 LM,KIMZEY A,3082.0,68.815,0.437,4.402,18.143,3.865540000000001,2,0.468,Dol
7,B5 LM,KIMZEY A,3082.5,68.722,0.459,5.117,17.4005,3.8193200000000007,2,0.447,Dol
7,B5 LM,KIMZEY A,3083.0,69.128,0.464,3.632,15.722,3.945800000000002,2,0.426,Dol
7,B5 LM,KIMZEY A,3083.5,68.031,0.448,4.402,14.677,3.9717700000000025,2,0.404,Dol
7,B5 LM,KIMZEY A,3084.0,67.564,0.519,4.621,13.9615,4.125010000000004,2,0.383,Dol
7,B5 LM,KIMZEY A,3084.5,67.538,0.573,5.337,13.0535,4.012480000000003,2,0.362,Dol
7,B5 LM,KIMZEY A,3085.0,67.899,0.639,5.85,12.577,3.973750000000001,2,0.34,Dol
7,B5 LM,KIMZEY A,3085.5,69.154,0.595,6.013,11.9615,3.8893400000000007,2,0.319,Dol
5,B5 LM,KIMZEY A,3086.0,79.88,0.75,7.373,10.4955,3.713490000000001,2,0.298,MS
5,B5 LM,KIMZEY A,3086.5,86.869,0.857,5.832,8.349,3.9171099999999974,2,0.277,MS
5,B5 LM,KIMZEY A,3087.0,110.942,0.933,5.612,7.139,4.02638,2,0.255,MS
5,B5 LM,KIMZEY A,3087.5,121.438,0.988,6.933,5.8185,3.921999999999999,2,0.234,MS
5,B5 LM,KIMZEY A,3088.0,136.644,0.982,7.235,5.8595,3.878189999999999,2,0.213,MS
5,B5 LM,KIMZEY A,3088.5,146.732,0.933,5.887,7.1665,3.992849999999999,2,0.191,MS
5,B5 LM,KIMZEY A,3089.0,140.154,0.748,12.6,8.597,3.7362699999999984,2,0.149,MS
5,B5 LM,KIMZEY A,3089.5,125.603,0.824,12.214,9.835,3.7233099999999997,2,0.128,MS
5,B5 LM,KIMZEY A,3090.0,99.08,0.868,10.674,10.055,3.7114700000000003,2,0.106,MS
5,B5 LM,KIMZEY A,3090.5,84.029,0.906,7.923,9.5595,3.85425,2,0.085,MS
5,B5 LM,KIMZEY A,3091.0,73.656,0.928,7.239,9.6265,3.8666900000000015,2,0.064,MS
6,B5 LM,KIMZEY A,3091.5,70.578,0.838,7.315,10.3035,3.7609,2,0.043,WS
6,B5 LM,KIMZEY A,3092.0,67.444,0.702,7.392,10.981,3.8233400000000004,2,0.021,WS
3,C SH,KIMZEY A,3092.5,67.301,0.597,9.233,13.0315,3.48713,1,1.0,FSiS
3,C SH,KIMZEY A,3093.0,67.494,0.535,9.574,15.887,3.4071,1,0.974,FSiS
3,C SH,KIMZEY A,3093.5,66.264,0.481,11.334,18.913,3.25761,1,0.947,FSiS
3,C SH,KIMZEY A,3094.0,64.66,0.503,13.108,18.026,3.3975400000000002,1,0.921,FSiS
3,C SH,KIMZEY A,3094.5,64.211,0.584,16.506,16.217,3.439600000000001,1,0.895,FSiS
3,C SH,KIMZEY A,3095.0,63.453,0.595,14.911,16.0795,3.4481200000000007,1,0.868,FSiS
3,C SH,KIMZEY A,3095.5,62.923,0.606,15.155,15.5175,3.4455000000000013,1,0.842,FSiS
3,C SH,KIMZEY A,3096.0,62.614,0.677,14.196,15.282,3.429770000000001,1,0.816,FSiS
3,C SH,KIMZEY A,3096.5,62.594,0.732,15.406,14.402,3.4450600000000007,1,0.789,FSiS
3,C SH,KIMZEY A,3097.0,62.785,0.791,17.277,13.9615,3.5119,1,0.763,FSiS
3,C SH,KIMZEY A,3097.5,65.317,0.742,16.892,14.209,3.44708,1,0.711,FSiS
3,C SH,KIMZEY A,3098.0,67.611,0.715,16.286,15.062,3.45418,1,0.684,FSiS
3,C SH,KIMZEY A,3098.5,66.572,0.699,15.516,15.667,3.44343,1,0.658,FSiS
3,C SH,KIMZEY A,3099.0,68.829,0.688,15.791,14.9795,3.45643,1,0.632,FSiS
3,C SH,KIMZEY A,3099.5,70.217,0.688,17.221,14.9245,3.4584300000000003,1,0.605,FSiS
2,C SH,KIMZEY A,3100.0,68.784,0.65,17.756,14.767,3.48763,1,0.579,CSiS
2,C SH,KIMZEY A,3100.5,70.812,0.623,17.973,15.1535,3.4771100000000006,1,0.553,CSiS
2,C SH,KIMZEY A,3101.0,70.526,0.612,18.492,15.83,3.46898,1,0.526,CSiS
2,C SH,KIMZEY A,3101.5,64.98,0.612,18.13,16.066,3.4693300000000007,1,0.5,CSiS
2,C SH,KIMZEY A,3102.0,67.636,0.672,16.726,16.107,3.464610000000001,1,0.474,CSiS
2,C SH,KIMZEY A,3102.5,64.374,0.764,14.251,15.1995,3.5094900000000013,1,0.447,CSiS
2,C SH,KIMZEY A,3103.0,62.215,0.797,12.82,14.264,3.5060900000000004,1,0.421,CSiS
2,C SH,KIMZEY A,3103.5,60.814,0.808,13.425,13.5215,3.563720000000001,1,0.395,CSiS
3,C SH,KIMZEY A,3104.0,60.884,0.742,14.361,12.3385,3.5481799999999986,1,0.368,FSiS
3,C SH,KIMZEY A,3104.5,62.554,0.764,15.24,11.623,3.6228099999999994,1,0.342,FSiS
2,C SH,KIMZEY A,3105.0,64.784,0.759,16.341,11.0725,3.64567,1,0.289,CSiS
2,C SH,KIMZEY A,3105.5,67.764,0.745,13.645,12.2555,3.5341899999999993,1,0.263,CSiS
2,C SH,KIMZEY A,3106.0,70.192,0.721,13.646,12.696,3.506239999999999,1,0.237,CSiS
2,C SH,KIMZEY A,3106.5,71.594,0.699,13.535,13.1365,3.500449999999999,1,0.211,CSiS
2,C SH,KIMZEY A,3107.0,70.705,0.672,13.425,13.4665,3.4711099999999995,1,0.184,CSiS
2,C SH,KIMZEY A,3107.5,69.295,0.612,12.159,14.8695,3.4460000000000006,1,0.158,CSiS
2,C SH,KIMZEY A,3108.0,67.784,0.589,12.841,15.3755,3.419700000000002,1,0.132,CSiS
2,C SH,KIMZEY A,3108.5,65.164,0.563,15.079,15.0605,3.4209800000000006,1,0.105,CSiS
3,C SH,KIMZEY A,3109.0,62.957,0.53,16.795,14.9175,3.3760500000000007,1,0.079,FSiS
3,C SH,KIMZEY A,3109.5,56.582,0.464,19.038,15.227,3.3895600000000012,1,0.053,FSiS
5,C LM,KIMZEY A,3110.5,39.6,0.366,19.312,19.161,3.323090000000001,2,1.0,MS
5,C LM,KIMZEY A,3111.0,25.306,0.415,18.626,17.303,3.5556500000000004,2,0.988,MS
5,C LM,KIMZEY A,3111.5,22.906,0.546,18.294,14.993,3.5946700000000003,2,0.976,MS
5,C LM,KIMZEY A,3112.0,19.956,0.715,12.765,11.5405,3.77227,2,0.964,MS
5,C LM,KIMZEY A,3112.5,16.938,0.982,12.655,8.5145,3.6116399999999986,2,0.952,MS
5,C LM,KIMZEY A,3113.0,11.761,1.329,7.758,5.956,3.8280400000000014,2,0.94,MS
8,C LM,KIMZEY A,3113.5,10.149,1.456,5.801,6.0225,4.14993,2,0.929,PS
8,C LM,KIMZEY A,3114.0,11.587,1.336,5.557,6.5065,4.11226,2,0.917,PS
8,C LM,KIMZEY A,3114.5,13.411,1.233,5.997,6.3415,4.17429,2,0.905,PS
8,C LM,KIMZEY A,3115.0,16.222,1.162,6.218,6.011,4.179339999999999,2,0.893,PS
8,C LM,KIMZEY A,3115.5,16.939,1.08,5.392,4.553,4.2282899999999985,2,0.881,PS
6,C LM,KIMZEY A,3116.0,18.085,1.069,5.282,3.398,4.16703,2,0.869,WS
6,C LM,KIMZEY A,3116.5,19.651,1.178,4.786,3.315,4.21988,2,0.857,WS
